soil,B,Mg,P,S,K,Ca,Mn,Fe,Cu,Zn
c15,35.98529512467473,550.68,1688.65,230.22086531644828,645.57,629.93,407.58,7273.09,26.0,15.1
c15,45.99113101636139,705.57,1745.02,226.20368818952207,1257.01,676.96,412.96,7304.7,27.0,16.12
c15,54.70381149562617,686.82,1780.09,282.4521773520062,1152.42,696.06,451.75,9341.0,34.0,17.09
c15,45.00190823351598,687.94,1811.68,257.73357719464667,723.22,639.81,452.09,9130.2,32.0,17.0
c15,32.89654920591559,690.02,1806.8,201.1849411007302,617.11,650.28,457.95,7240.31,25.0,17.59
c15,33.904644069803,718.24,1879.89,208.63914290056613,636.22,694.63,463.86,7372.0,26.5,18.32
c15,33.39222072198396,822.21,1895.08,188.97912143979758,667.24,668.9,468.17,7473.69,26.0,18.35
c15,33.37699186613493,855.0,1912.59,185.96910849066532,629.78,600.93,461.36,7705.04,26.67,17.97
c15,33.634336011388086,1074.11,1919.51,159.75003365425027,707.31,635.39,472.39,8001.99,27.0,19.86
c15,34.37160221091544,988.44,1934.22,178.1985047012496,670.24,627.91,463.33,8020.42,28.0,19.25
c15,29.1183964791961,240.07,694.03,300.16830987722074,304.83,570.31,370.95,5329.8,30.0,17.64
c15,25.84482188241212,459.76,797.77,246.01044280185698,335.01,573.76,381.17,5347.1,27.0,17.84
c15,25.663320958818282,426.85,759.3,244.75856794597388,332.03,570.96,370.52,5276.49,26.0,17.33
c15,27.64187072720457,396.89,767.29,264.1519680552906,346.54,599.68,353.47,5406.59,28.0,16.81
c15,29.723941310265353,380.58,795.25,269.54009865355,419.3,621.36,361.31,5553.94,28.0,17.13
c15,31.521625254706684,401.14,16.4,277.07162246931557,400.04,640.98,379.63,5779.02,28.0,18.52
c15,29.665009735265144,215.9,5.84,287.8238026957293,317.06,557.76,321.74,5273.04,26.0,16.89
c15,32.27356870281199,356.26,26.73,271.485150174745,460.53,597.15,347.67,5701.92,26.0,17.56
c15,28.765529046064373,408.25,73.16,230.1118399718817,389.31,585.9,356.31,5786.14,21.0,17.65
c15,31.45354334045753,447.52,23.45,276.7535357477435,371.44,646.71,343.7,5889.67,29.0,17.48
c15,29.864146561236524,437.29,51.95,247.12938963351638,378.37,648.7,345.16,5882.34,24.0,17.43
c15,140.3988558138818,1678.3070961858737,781.77,203.3783639317271,7074.11,681.95,329.5,5990.21,28.0,18.94
c15,33.555524743481044,433.81,157.02,285.5903840185965,441.02,644.96,355.61,6047.25,30.0,17.68
c15,32.68187139843929,119.23,47.42,329.1538242642906,275.59,584.31,329.05,5606.65,30.0,16.83
c15,35.10658097995792,324.77,106.6,315.76511248552777,396.62,654.29,360.97,6123.23,32.0,17.89
c15,37.630693555672835,370.89,144.61,322.98924545346813,484.19,637.25,369.62,6340.49,34.0,18.3
c15,39.05613997375437,481.64,16.91,299.88230507242747,568.2,758.28,389.72,6767.96,31.0,21.35
c15,35.69818093911444,396.4911743910241,679.19,317.700016913094,298.03,781.39,391.89,7049.61,33.0,22.6
c15,34.8127652110366,533.05,109.95,266.6863183898562,548.94,718.84,402.74,6304.51,28.0,21.3
c15,34.627776619067866,455.47,65.98,277.4482622191088,506.22,704.32,396.53,6206.7,28.0,20.97
c15,35.20087187397096,613.85,161.44,272.6004197986963,579.12,729.55,385.25,6235.11,31.0,20.74
c15,32.76173372830396,364.0,639.04,268.9757074305539,400.42,770.51,336.1,6390.23,25.0,18.67
c15,30.550427966795496,625.67,59.4,238.0950344484487,433.52,753.9,322.72,6078.82,26.0,18.38
c15,32.14517659663544,556.11,33.68,251.2905802867267,429.23,767.57,332.27,6281.09,26.0,18.91
c15,34.27932310065841,496.51,846.37,236.61308149817307,674.36,880.16,335.16,6191.71,22.0,19.7
c15,30.985913524444044,562.12,13.1,261.21612208432765,433.18,798.23,318.52,5782.49,28.0,18.53
c15,30.987458830905894,379.02,768.68,267.0978739232753,386.26,834.14,326.29,6064.94,25.0,19.61
c15,30.929762648220176,726.5,488.44,229.544069794753,495.05,994.05,307.09,6262.24,26.0,18.77
c15,33.065431220277844,529.1,669.15,282.1643173474394,438.6,984.2,305.74,6216.59,30.0,18.74
c15,29.61452072674215,643.49,757.33,237.41025642994333,450.36,981.69,296.74,6017.78,26.0,18.53
c21,25.988255221164486,552.89,331.16,210.7634582755299,507.77,707.99,278.3,4884.08,22.0,14.85
c21,26.466786370245813,635.5,359.55,213.0,545.45,715.45,278.7,4875.53,24.0,14.38
c21,26.420585162049314,524.53,431.43,209.8610216633714,533.48,747.99,283.08,4918.22,21.0,14.88
c21,32.84211653047395,348.38,426.06,277.0,596.26,637.31,250.8,5140.73,26.0,13.59
c21,30.946983950179387,381.52,405.95,237.3517657906787,621.12,623.73,251.93,5128.91,22.0,13.22
c21,32.79865224097832,307.75,466.17,262.27894661099486,600.08,644.11,263.77,5332.45,24.0,13.63
c21,30.88983528291603,379.51,407.5,250.0,587.36,634.94,239.41,5057.56,27.0,12.12
c21,28.903775004186656,452.93,408.78,235.12601822250537,557.82,628.17,238.32,4945.4,24.0,12.03
c21,159.75103834545905,1417.3084315051083,688.36,244.0,8951.8,138.89,49.94,1123.74,23.0,23.0
c21,30.081914912740345,564.53,478.83,220.5128802517369,571.69,632.24,246.91,5541.06,24.0,12.24
c21,30.79472903556011,588.33,531.59,232.0,567.83,627.65,252.38,5620.18,27.0,12.26
c21,34.29408097286973,453.62,516.0,302.0,544.64,632.9,244.48,5503.68,25.0,11.67
c21,41.65021126113717,453.7,902.35,254.15407729952665,715.91,925.75,398.53,7779.78,23.0,18.39
c21,146.00005560980867,1238.9837768653779,784.39,246.0,8105.1,150.59,61.03,1272.16,27.0,20.0
c21,29.79931140593692,312.87,644.27,244.15421874461774,450.52,662.1,288.77,5602.88,22.0,13.06
c21,31.67838089789823,319.9,434.37,275.38159238619994,471.29,649.12,300.16,5482.06,27.0,13.51
c21,31.95948087635518,572.8,486.64,233.7271345453018,689.23,667.06,305.82,5388.74,26.0,14.43
c21,29.049076063236086,250.15,351.75,252.8102374892248,442.62,629.18,286.13,5145.37,22.0,12.76
c21,32.40755041070851,295.89,270.65,269.9658076242385,507.93,628.18,284.09,5488.73,25.0,13.76
c21,31.31981561620728,405.51,300.46,240.187941843044,548.16,613.53,290.43,5558.91,23.0,13.78
c21,39.74970280078486,293.91,295.48,280.10108878277043,859.35,666.65,291.67,5681.53,25.0,14.5
c21,25.668819538141975,367.51,529.52,231.69401532022488,378.76,658.24,312.43,5051.56,22.0,14.03
c21,27.407050412146262,360.05,629.39,241.1215978902444,391.83,679.4,327.4,5369.11,23.0,14.74
c21,24.99922460529737,305.28,487.93,207.0,414.0,645.58,303.7,4992.6,24.0,13.59
c21,34.083446133305706,333.14,699.92,262.65406883620426,523.02,795.76,323.39,6233.89,24.0,14.52
c21,29.82036836175439,517.42,350.16,176.0,558.77,801.51,346.19,6266.38,24.0,15.74
c21,36.67563343289858,593.98,437.24,265.4455373287606,692.73,806.62,346.81,6232.04,30.0,15.97
c21,30.666714175054878,354.74,284.52,254.5727995601227,498.19,711.6,323.41,5409.81,24.0,14.16
c21,29.83606127540216,504.48,318.82,243.1332889879347,533.65,690.89,320.62,5316.2,26.0,14.69
c21,28.354443367256906,436.57,360.84,238.933164904394,476.31,680.55,312.63,5201.6,24.0,14.36
c21,30.048846064972878,465.77,307.99,255.2547938396712,459.85,853.39,303.68,5499.62,26.0,14.45
c21,29.243478087281467,422.72,288.04,237.91200804333212,450.66,860.84,301.37,5546.09,22.0,14.35
c21,40.08657991242171,535.78,316.1,334.0,786.84,882.62,295.02,5539.68,24.0,14.68
c21,34.49270244204837,379.93,221.25,284.9129201874775,476.07,938.75,275.69,6048.35,27.0,14.82
c21,32.18046990583687,482.45,374.32,253.99141819446822,487.24,920.15,281.98,5983.17,25.0,15.21
c21,34.561419001853075,359.33,357.79,291.23556627559435,490.07,914.68,279.89,5940.71,28.0,14.65
c21,34.89781965392606,409.28,288.19,237.0,821.18,909.43,283.64,5307.55,25.0,15.14
c21,29.159992262872237,406.86,266.5,253.03071496523972,457.62,863.75,280.06,5216.98,24.0,14.67
c21,29.21038230998567,343.23,259.65,262.0,427.4,858.62,278.6,5183.63,24.0,14.81
c21,36.08245546215996,275.1,179.35,271.26750111627706,480.36,742.85,294.89,6564.73,23.0,13.81
c21,35.3132018822718,370.42,246.05,236.0,516.17,767.62,302.43,6832.35,22.0,14.69
c21,33.51573853854433,319.79,181.92,202.0,531.34,753.18,293.46,6706.11,22.0,14.07
c21,31.04297280079586,422.72,231.83,205.0,564.48,876.73,307.07,5986.71,24.0,18.92
c21,33.02889136920355,449.34,280.19,215.0,610.34,902.86,317.36,6208.99,26.0,19.35
c21,36.82969055972223,825.85,850.57,196.83,984.04,937.63,299.8,6239.42,22.0,19.5
c21,25.992708874186008,881.08,777.39,32.5,936.41,750.34,288.1,5969.22,21.0,14.79
c21,32.993209938928615,819.73,841.39,158.87,905.74,1111.2,288.82,6111.34,28.0,13.9
c21,28.851685293651933,800.5,887.63,161.44,652.57,1082.53,290.8,6153.36,27.0,14.03
c21,29.29502695695698,814.99,812.64,173.82,644.5,1063.05,298.8,6126.03,23.0,14.71
c21,20.322706163296694,977.59,870.9,24.38,660.0,800.8,284.65,5972.84,22.0,13.5
c21,20.389606955544778,967.15,797.89,32.45,654.42,787.63,282.08,5856.12,24.0,13.92
c21,21.071257445118732,980.47,810.72,38.6,659.34,788.91,290.24,5953.95,23.0,14.61
c21,32.22666144774692,886.31,925.3,28.77,762.21,764.49,310.01,8600.79,25.0,15.16
c21,27.91175288422275,800.53,841.65,19.68,673.18,704.08,281.58,7852.81,22.0,13.54
c21,29.177977180787735,819.53,795.27,30.16,694.51,702.2,286.39,7942.06,23.0,14.3
c21,19.321492000681353,830.34,822.5,14.17,645.69,641.57,261.43,5739.77,20.0,12.18
c21,19.469628936656513,819.99,841.99,14.49,645.97,646.18,263.95,5772.63,23.0,12.37
c21,19.57450114635449,817.46,801.44,18.61,655.05,632.74,258.65,5672.42,23.0,12.53
c21,30.99544789355724,365.18,12.85,216.0,570.0,691.29,247.52,5551.35,20.0,13.93
c21,31.487400276152044,386.62,26.48,249.46849341043702,503.4,672.84,245.71,5510.75,23.0,13.67
c21,32.41062354849575,385.76,24.37,262.64080357231785,543.38,682.24,240.67,5365.3,25.0,13.75
c21,46.01062433060429,626.84,59.21,240.62779616634228,721.91,833.12,279.81,8789.3,22.67,16.21
c21,45.987267361070316,520.1,20.99,268.58421838775513,657.74,808.61,271.03,8550.1,25.0,15.66
c21,42.31432994707047,491.77,834.15,242.94597813564545,650.39,789.51,259.34,8237.36,22.0,14.96
c21,28.257265987438302,555.39,759.51,239.02375171849064,448.35,823.44,253.87,5486.02,26.0,15.13
c21,25.627938710204937,652.31,56.96,194.0,414.53,802.42,258.07,5446.51,19.0,15.65
c21,27.519817547805218,605.39,46.65,229.5131443086352,401.64,789.05,256.64,5431.21,25.0,14.98
c21,37.40593914431863,435.67,925.38,176.0,1241.61,777.82,276.18,5143.1,27.0,15.94
c21,28.54543303183017,532.84,30.18,239.07998773187444,472.84,742.3,280.14,5192.45,25.0,15.6
c21,28.537275610455843,791.33,204.4,193.64642041271514,585.68,807.87,305.99,5658.92,23.0,18.38
c21,40.33910875495397,642.7843838650219,796.18,255.47094528379176,640.87,805.62,265.05,7694.24,27.0,20.63
c21,44.37905513390624,121.83,752.09,318.43106355859254,624.24,776.58,264.83,7488.83,24.0,21.08
c21,36.87919736106857,676.5929248706411,804.03,227.92755256225325,582.48,771.0,263.15,7477.72,24.0,20.64
c21,29.852698134862727,377.73245333182194,741.18,276.274195144807,460.79,702.04,228.83,5153.85,25.0,27.89
c21,29.441560394523897,409.56701814616935,766.49,264.96912671212283,470.91,702.32,228.15,5198.72,24.0,27.68
c21,27.726179706332545,405.20037425483827,790.5,256.4199573608981,434.11,681.54,224.52,5036.73,23.0,27.28
c21,28.25173996849754,580.6253839189378,666.54,212.2323808711387,440.69,880.18,232.17,5894.79,21.0,16.11
c21,29.101779362256238,498.9381835549125,945.46,240.4503737848098,415.6,871.7,231.82,5852.47,24.0,16.5
c21,26.027527533264717,529.3861557944691,759.95,190.0,387.29,849.98,230.79,5855.2,29.0,15.58
c21,26.17617781118922,175.92,903.99,269.0,275.01,878.83,230.79,5023.22,21.0,13.94
c21,26.947911481620963,61.56,961.17,286.0,237.68,879.62,228.55,5072.93,24.0,13.3
c21,24.673544218001744,48.34,905.3,247.0,222.76,896.63,231.37,5088.63,24.0,13.51
c21,31.01242820039738,442.80664417577447,896.13,289.0,291.4,851.71,289.43,6233.36,22.0,15.57
c21,25.800342354589716,570.5181033449717,938.91,189.0,374.12,815.92,278.78,6029.25,25.0,15.0
c21,32.592313453741085,514.4874488325854,841.57,252.0,537.66,819.26,280.09,6070.05,23.0,14.88
c21,20.92333610121335,527.6179742919211,745.54,174.10354330866232,303.22,611.91,284.85,5167.26,17.0,15.1
c21,22.796380207898277,442.66185245009535,758.64,206.9360484141181,311.41,605.82,281.55,5073.64,20.0,15.97
c21,26.94640763014892,309.038983577399,754.71,264.69210218371177,316.35,621.77,290.11,5197.06,26.0,14.95
c21,29.511517806595904,540.5756996566878,566.58,223.28292002042804,376.48,681.23,324.54,6399.3,23.0,17.28
c21,31.515749904249446,587.5085043920183,757.76,218.930795316294,529.93,737.27,322.7,6392.01,23.0,17.37
c21,37.58634777833081,66.05,65.61,312.03431758271574,450.62,686.34,327.12,6339.85,24.0,17.75
c21,31.10369030795674,452.13980457696897,637.29,254.9565495790431,409.6,701.38,322.39,6149.33,26.0,17.19
c21,26.29919328337754,597.9004907541977,741.61,188.0,395.16,698.4,322.39,6086.06,21.0,17.4
c21,29.34788779717575,575.6921214106501,724.92,211.0,459.66,727.42,328.51,6243.87,23.0,17.56
c21,38.547761409075534,47.35,701.89,327.6676383036357,465.08,655.39,330.28,6511.28,27.0,18.17
c21,27.571532000180966,618.6526153272785,682.69,177.0,439.11,640.65,332.29,6383.9,23.0,17.35
c21,29.70522693735351,568.8011663657055,807.53,217.0,434.33,651.37,331.76,6390.45,21.0,16.93
c21,28.169907099206817,361.09863367415574,705.82,255.56849795699742,418.43,603.01,308.48,5238.39,25.0,17.82
c21,24.61608075137994,522.0898002830387,657.37,187.0,412.55,634.47,319.34,5466.39,23.0,18.44
c21,28.783140827377757,418.54701452097265,627.69,244.237670577082,460.12,632.56,311.7,5403.36,24.0,18.18
c21,28.453944389743896,594.8847687966107,769.55,200.61812689031498,423.93,677.37,317.32,6339.21,21.0,17.01
c21,29.199403386239112,551.5112932633674,580.55,206.0,436.16,677.76,310.14,6284.78,25.0,17.2
c21,30.422110500926827,540.7397889228123,715.86,208.0,530.82,653.61,309.41,6174.26,26.0,17.24
c21,43.17625873970206,102.89220390474401,654.75,459.0,375.53,649.83,291.89,6197.59,25.0,17.75
c21,49.139383782639186,109.07611684786183,721.53,497.0,571.47,710.02,297.39,6354.52,24.0,17.4
c21,42.03038115707022,154.48874181660165,675.7,446.0,368.81,649.67,290.14,6167.68,21.0,17.92
c21,38.1879089537576,820.6764687089579,690.11,186.0,735.47,739.04,331.16,7890.49,22.0,19.6
c21,37.49878109516083,634.9964246503699,720.23,240.0,607.91,665.92,310.0,7322.86,22.0,18.07
c21,35.808072671974614,640.761885490204,711.06,215.7029193951255,641.96,637.87,299.15,7052.47,23.0,17.62
c21,30.272033241117,590.7563998106311,796.18,193.0,674.08,678.25,298.33,5744.71,22.0,16.54
c21,26.408016849978843,441.5442658219717,791.37,230.0,323.92,632.28,298.39,5673.72,23.0,16.39
c21,29.658994895077356,322.63112870586446,782.21,280.7350401047137,313.15,644.45,299.06,5739.55,28.0,16.68
c21,26.167776947678036,541.5977166859698,727.06,209.0,266.38,680.52,313.59,6275.38,21.67,16.4
c21,29.268569659237237,1.96,715.42,220.0,318.73,665.52,318.27,6266.93,23.0,16.96
c21,35.638435085665265,77.46,721.1,304.0,393.89,698.12,323.04,6444.36,24.0,17.25
c21,24.032762385998048,352.6398929575046,647.77,240.9880294486928,243.39,652.87,251.39,5063.87,23.0,14.63
c21,26.188784570374686,233.96797312557226,648.2,283.668148834493,236.47,640.9,249.85,4936.86,27.0,14.82
c21,24.459003552426452,366.8724663565499,681.38,239.67988957168313,273.27,662.59,258.19,5092.09,23.0,15.05
c21,25.277857108973087,286.04,315.0,169.0,475.23,657.1,241.46,5200.95,20.0,15.16
c21,31.34428450022255,498.81,481.56,261.3134952906767,528.43,675.9,260.18,5454.74,28.0,16.43
c21,29.890226305197572,474.63,470.29,233.65673302135014,532.18,663.09,254.79,5432.54,23.0,16.09
c21,28.705213171015536,351.44,377.83,249.64492946708702,530.67,674.36,293.27,4804.08,23.0,16.96
c21,28.236856151448308,411.99,418.81,234.71171480489943,549.59,684.81,301.36,4889.19,22.0,17.34
c21,25.312911405200133,335.68,381.09,185.0,529.81,676.87,294.8,4846.1,26.0,16.67
c21,35.80135189443831,508.94,564.71,247.018759224193,618.78,657.53,301.42,6535.9,25.0,17.37
c21,35.429871907900534,388.25,523.29,246.59444255429037,592.87,652.5,295.15,6446.65,22.0,16.93
c21,35.5885591173235,422.3,566.85,242.48147042768855,597.86,669.84,300.31,6579.84,22.0,17.31
c21,33.48175161382199,384.93,439.95,243.51081675603774,545.31,652.94,270.35,6121.56,22.0,14.9
c21,31.290851605887305,296.89,476.69,205.0,502.2,660.0,274.25,6258.68,22.0,15.03
c21,33.26438735585279,375.72,491.79,244.46228269974137,519.43,650.67,273.31,6186.51,22.0,15.16
c21,29.52977307739372,292.68,596.28,254.33853724833554,410.68,618.06,224.18,5443.63,23.0,12.77
c21,31.168040671216943,279.63,612.59,270.02495528129793,443.93,636.81,223.58,5487.19,25.0,12.64
c21,27.748520014265083,264.18,549.89,259.7357895468998,389.85,571.45,199.3,4900.71,24.0,11.45
c21,42.32845120611687,495.17,547.44,251.95451244887792,787.45,595.15,283.12,7379.48,24.0,18.14
c21,44.31387446740776,510.85,545.26,235.0,825.91,645.5,310.9,8043.19,23.0,19.58
c21,46.38541446518617,436.76,547.48,295.8266245773425,768.3,637.06,305.85,7887.13,29.0,18.69
c21,35.610856948297645,435.08,563.42,254.32023276623332,714.39,566.34,248.21,5785.58,25.0,16.11
c21,32.881832097179405,524.66,601.21,207.0,739.6,561.44,247.92,5724.47,24.0,15.94
c21,34.66905850984136,433.52,660.8,231.63994783084178,712.08,588.96,258.13,5939.95,21.0,17.29
c21,35.981373078866866,772.28,710.59,240.0,814.85,790.72,259.08,5995.84,23.0,17.9
c21,37.41592937848774,642.01,700.05,257.0,790.61,816.2,261.11,6135.0,25.0,17.52
c21,29.01,780.62,745.17,229.0,1015.2,811.13,260.4,6054.49,21.0,17.81
c28,34.01779262187483,527.21,733.51,225.7001415442615,644.19,644.26,456.79,6548.76,22.0,22.62
c28,33.55122132954449,593.42,653.76,221.6420309360691,665.89,641.23,452.42,6398.31,23.0,22.49
c28,33.47653431196725,419.1,610.42,228.8301533989146,620.62,631.21,448.56,6324.46,20.0,21.82
c28,32.69913913303685,582.09,661.66,211.10097116925368,654.98,675.53,459.15,6385.66,21.0,22.27
c28,32.009762579840555,651.8,648.77,194.43331446555715,704.87,680.04,448.04,6252.04,20.0,21.94
c28,38.27507814942182,491.1,754.9,261.216346889076,833.89,684.33,402.46,6178.21,26.0,22.02
c28,30.89592049371958,467.44,829.83,220.44091357215947,607.24,669.6,392.38,5870.36,20.0,21.78
c28,33.77250738022637,664.57,902.43,226.90498851284246,695.5,734.36,428.3,6368.13,25.0,23.68
c28,35.0260384992712,671.94,971.62,246.4324848119772,681.29,755.27,434.24,6521.64,28.0,24.9
c28,34.36877275417273,555.39,1006.78,236.8312250904828,647.36,779.62,428.74,6559.38,24.0,22.41
c28,34.22526998285544,566.25,1071.69,245.8250321299068,636.34,763.24,431.84,6471.63,26.0,22.76
c28,33.45481872083836,699.29,1130.87,220.28869052500897,668.28,774.48,436.79,6633.51,25.0,23.26
c28,34.44150987415851,627.84,1143.83,232.60972597065896,717.77,807.01,377.65,6351.71,25.0,21.35
c28,33.498322392548204,646.87,1162.95,235.41324212487342,667.78,824.9,378.5,6316.55,26.0,21.68
c28,34.95982482833292,660.54,1270.2,229.32167742488082,726.45,836.4,390.61,6593.83,25.0,22.26
c28,32.54702972561361,474.25,1369.18,215.41828199421695,678.12,611.73,340.2,6177.78,20.0,19.89
c28,32.923842711256924,629.32,1393.02,211.50002989091018,740.05,627.14,342.6,6181.61,23.0,20.45
c28,32.687041765149644,584.06,1397.81,194.26606216194762,767.6,631.3,340.87,6212.98,19.0,20.04
c28,31.351511505595113,603.84,1513.61,220.6268824283021,567.63,679.09,330.15,6459.6,23.0,24.08
c28,29.697694877654627,550.11,1457.93,225.8212045247672,495.44,635.72,321.0,6182.51,24.0,20.05
c28,32.970928880420615,599.56,1450.18,234.98679600280903,654.47,660.13,322.23,6216.9,26.0,20.37
c28,32.82958566628823,590.98,1485.32,242.16207104510465,579.32,664.04,312.55,6416.79,27.0,20.04
c28,29.8711414359177,588.0,625.42,214.47920296034218,529.12,605.72,295.68,5932.41,22.0,19.19
c28,38.033955312882206,565.62,650.84,242.1736414846049,858.94,701.55,300.5,6169.28,24.0,19.92
c28,38.11485463343185,613.64,550.7,256.36707240656074,847.15,632.14,296.22,6017.27,28.0,19.45
c28,28.209783705464922,525.93,559.38,183.0,518.1,606.71,295.99,5926.05,28.0,19.2
c28,32.12326846859217,705.86,762.19,190.0,619.49,665.93,323.26,6664.4,27.0,21.64
c28,33.126584676734225,571.7,689.17,241.0,550.14,613.96,329.19,6373.25,25.0,22.35
c28,31.03820049894412,551.15,680.77,214.0,524.52,616.58,322.66,6311.82,20.0,21.65
c28,35.691288359225396,681.27,675.46,297.0,557.84,614.79,324.78,6264.11,25.0,21.08
c28,46.105947843876734,785.37,877.61,477.0,672.47,651.66,370.24,6073.3,22.0,24.21
c28,41.0829231133789,614.5,937.89,420.0,575.18,662.18,358.03,5895.84,26.0,24.03
c28,46.39886312470393,687.19,898.96,488.0,636.94,644.21,368.89,6075.36,27.0,24.27
c28,43.55943610117599,880.19,913.44,467.0,590.27,800.68,357.89,6011.94,22.0,23.7
c28,41.62939416298962,732.65,879.74,433.0,574.99,800.7,354.44,5932.38,25.0,23.39
c28,46.0736886119094,809.83,936.77,521.0,557.21,805.59,360.87,5994.0,22.0,23.58
c28,49.052642621102144,508.1,1029.61,554.0,554.03,671.7,322.52,6039.45,22.0,21.46
c28,47.891865689287634,441.09,975.02,487.0,708.56,686.62,313.75,5912.16,24.0,20.89
c28,41.7079632837978,466.56,934.05,431.0,549.14,659.94,303.08,5827.38,21.0,20.64
c28,31.9845077194245,481.72,1143.35,265.63736902686486,568.91,666.95,319.28,5688.15,28.0,20.93
c28,31.752945651677678,564.8,1041.87,271.4275029613191,562.05,648.02,320.61,5599.11,31.0,21.46
c28,31.78779913735947,407.7,1215.95,281.49136261721014,502.19,661.73,316.33,5674.28,29.0,20.95
c28,35.208438354353625,414.49,1276.35,376.0,472.53,623.67,292.32,5311.12,28.0,18.89
c28,32.49901035044845,418.16,1307.77,325.0,461.75,634.31,305.01,5433.36,24.0,19.59
c28,37.42232366685887,439.99,1359.08,381.0,577.66,661.52,296.62,5399.53,28.0,19.63
c28,28.211675955393616,477.32,1267.79,240.01212574200673,510.95,631.12,272.16,5300.63,25.0,17.89
c28,29.790287567794067,313.51,1401.14,298.6120233037567,387.53,624.88,275.75,5343.33,31.0,17.47
c28,26.244931557795063,419.64,1328.44,249.97439520377276,380.58,606.33,271.38,5205.75,26.0,17.34
c28,28.343180037502677,265.16,1394.93,263.0,403.7,581.1,269.97,5364.29,23.0,16.68
c28,31.56553591430066,224.94,1442.09,332.0,364.09,579.39,272.12,5373.68,24.0,16.62
c28,33.95392053452303,237.74,1479.58,393.0,327.15,569.83,271.14,5297.03,28.0,16.89
c28,27.20304718845705,473.15,1566.27,229.7856203565521,485.01,615.52,288.98,5429.29,24.0,17.69
c28,27.838211871584498,488.77,1529.99,245.50344795146532,486.19,612.38,286.13,5350.72,27.0,17.46
c28,26.552071775122677,447.4,1571.24,237.66031664915442,434.23,611.24,288.83,5353.28,25.0,17.19
c28,26.132385649075253,507.54,1643.29,206.45680146240545,535.02,642.96,314.32,5352.57,21.0,18.78
c28,26.049677077665095,374.68,1698.38,223.0,453.04,644.39,315.06,5375.89,27.0,18.74
c28,24.49209054989958,304.73,1721.79,200.0,441.16,635.62,310.12,5305.12,23.0,18.26
