soil,B,Mg,P,S,K,Ca,Mn,Fe,Cu,Zn
c15,-14.796127479078848,661.87,1591.3,164.16826951828105,618.97,617.24,427.97,6840.73,26.0,15.33
c15,-17.800298674505406,580.34,1570.92,170.66232806459044,563.29,588.1,423.21,6645.44,29.0,15.16
c15,-17.041287945485262,592.33,1608.65,171.08486039254888,594.74,627.88,419.18,6783.19,30.0,15.72
c15,-14.456398973497222,568.38,1604.38,173.02229087943124,594.33,612.69,401.49,7032.9,25.0,15.24
c15,-12.921785696392725,550.68,1688.65,175.59399398132064,645.57,629.93,407.58,7273.09,26.0,15.1
c15,-1.6758685559638096,705.57,1745.02,175.19572904924087,1257.01,676.96,412.96,7304.7,27.0,16.12
c15,2.9209800245247735,686.82,1780.09,172.08274791154332,1152.42,696.06,451.75,9341.0,34.0,17.09
c15,-5.239953511101145,687.94,1811.68,159.2229337049589,723.22,639.81,452.09,9130.2,32.0,17.0
c15,-13.290534434185464,690.02,1806.8,162.81288444522147,617.11,650.28,457.95,7240.31,25.0,17.59
c15,-12.94067711160304,718.24,1879.89,161.24954145217708,636.22,694.63,463.86,7372.0,26.5,18.32
c15,-11.473424462449564,822.21,1895.08,148.765203882362,667.24,668.9,468.17,7473.69,26.0,18.35
c15,-11.245138552700357,855.0,1912.59,139.8643889280806,629.78,600.93,461.36,7705.04,26.67,17.97
c15,-8.235127608113654,1074.11,1919.51,118.99071395174184,707.31,635.39,472.39,8001.99,27.0,19.86
c15,-9.352076222529373,988.44,1934.22,126.42423708182623,670.24,627.91,463.33,8020.42,28.0,19.25
c15,-28.89899141279984,240.07,694.03,215.48620241494237,304.83,570.31,370.95,5329.8,30.0,17.64
c15,-26.810422657535497,459.76,797.77,190.70916571267793,335.01,573.76,381.17,5347.1,27.0,17.84
c15,-26.854597150794728,426.85,759.3,194.26526892710254,332.03,570.96,370.52,5276.49,26.0,17.33
c15,-26.692900172616515,396.89,767.29,197.22153427462112,346.54,599.68,353.47,5406.59,28.0,16.81
c15,-24.847754344562365,380.58,795.25,201.93051551632948,419.3,621.36,361.31,5553.94,28.0,17.13
c15,-23.260790005247554,401.14,16.4,209.85336796561205,400.04,640.98,379.63,5779.02,28.0,18.52
c15,-26.797113023171814,215.9,5.84,223.96069285925427,317.06,557.76,321.74,5273.04,26.0,16.89
c15,-21.95215496329242,356.26,26.73,213.31570088470752,460.53,597.15,347.67,5701.92,26.0,17.56
c15,-21.2442950772434,408.25,73.16,206.00767905370412,389.31,585.9,356.31,5786.14,21.0,17.65
c15,-23.378974259363524,447.52,23.45,200.81837570624992,371.44,646.71,343.7,5889.67,29.0,17.48
c15,-21.804801893230994,437.29,51.95,203.3087937131791,378.37,648.7,345.16,5882.34,24.0,17.43
c15,103.59918608761558,2133.7384526665073,781.77,168.52066243016282,7074.11,681.95,329.5,5990.21,28.0,18.94
c15,-21.97027502283696,433.81,157.02,202.86331420728112,441.02,644.96,355.61,6047.25,30.0,17.68
c15,-27.67010515395275,119.23,47.42,233.46090315568773,275.59,584.31,329.05,5606.65,30.0,16.83
c15,-23.361259994197393,324.77,106.6,215.2635674890242,396.62,654.29,360.97,6123.23,32.0,17.89
c15,-21.39550648957964,370.89,144.61,210.85488290871285,484.19,637.25,369.62,6340.49,34.0,18.3
c15,-16.981345229642486,481.64,16.91,209.91052649878787,568.2,758.28,389.72,6767.96,31.0,21.35
c15,-22.082020730450346,584.9071043651717,679.19,184.8865572121972,298.03,781.39,391.89,7049.61,33.0,22.6
c15,-18.360054685770702,533.05,109.95,202.9263041666168,548.94,718.84,402.74,6304.51,28.0,21.3
c15,-19.710242949312644,455.47,65.98,210.49123973564465,506.22,704.32,396.53,6206.7,28.0,20.97
c15,-18.795306081523556,613.85,161.44,192.08752860257385,579.12,729.55,385.25,6235.11,31.0,20.74
c15,-20.74259125226029,364.0,639.04,210.65964916401592,400.42,770.51,336.1,6390.23,25.0,18.67
c15,-20.155496348247926,625.67,59.4,185.6494129842156,433.52,753.9,322.72,6078.82,26.0,18.38
c15,-19.602222571842812,556.11,33.68,195.11353269301043,429.23,767.57,332.27,6281.09,26.0,18.91
c15,-15.699786268106166,496.51,846.37,206.234207639552,674.36,880.16,335.16,6191.71,22.0,19.7
c15,-22.22478168335262,562.12,13.1,195.3491182627107,433.18,798.23,318.52,5782.49,28.0,18.53
c15,-22.702949816026933,379.02,768.68,210.74722631040513,386.26,834.14,326.29,6064.94,25.0,19.61
c15,-18.56125390349781,726.5,488.44,179.4215996193158,495.05,994.05,307.09,6262.24,26.0,18.77
c15,-21.893401820319443,529.1,669.15,197.91444699032542,438.6,984.2,305.74,6216.59,30.0,18.74
c15,-21.05626608372656,643.49,757.33,184.5028011943002,450.36,981.69,296.74,6017.78,26.0,18.53
c21,15.167843126342369,552.89,331.16,196.7060556300194,507.77,707.99,278.3,4884.08,22.0,14.85
c21,15.242816216779357,635.5,359.55,213.0,545.45,715.45,278.7,4875.53,24.0,14.38
c21,15.87711863130917,524.53,431.43,201.6060258675669,533.48,747.99,283.08,4918.22,21.0,14.88
c21,15.41131747840679,348.38,426.06,277.0,596.26,637.31,250.8,5140.73,26.0,13.59
c21,17.84438328214254,381.52,405.95,212.64611269559,621.12,623.73,251.93,5128.91,22.0,13.22
c21,17.374664202962744,307.75,466.17,220.9552367619687,600.08,644.11,263.77,5332.45,24.0,13.63
c21,15.123903107816904,379.51,407.5,250.0,587.36,634.94,239.41,5057.56,27.0,12.12
c21,15.662205566948511,452.93,408.78,200.7672776708779,557.82,628.17,238.32,4945.4,24.0,12.03
c21,154.25077829959648,1874.7474433137754,688.36,244.0,8951.8,138.89,49.94,1123.74,23.0,23.0
c21,18.740986424617926,564.53,478.83,186.82669786045662,571.69,632.24,246.91,5541.06,24.0,12.24
c21,17.609890636846778,588.33,531.59,232.0,567.83,627.65,252.38,5620.18,27.0,12.26
c21,16.434364268938094,453.62,516.0,302.0,544.64,632.9,244.48,5503.68,25.0,11.67
c21,29.84273019734584,453.7,902.35,218.95743382996886,715.91,925.75,398.53,7779.78,23.0,18.39
c21,137.8628601232014,1647.1923597521177,784.39,246.0,8105.1,150.59,61.03,1272.16,27.0,20.0
c21,16.35254625929176,312.87,644.27,215.73159309916537,450.52,662.1,288.77,5602.88,22.0,13.06
c21,14.928018145179852,319.9,434.37,217.00893373624228,471.29,649.12,300.16,5482.06,27.0,13.51
c21,19.398443530882513,572.8,486.64,194.48702013774943,689.23,667.06,305.82,5388.74,26.0,14.43
c21,14.465339480022926,250.15,351.75,225.21918155298704,442.62,629.18,286.13,5145.37,22.0,12.76
c21,16.315309160837106,295.89,270.65,221.8623560011928,507.93,628.18,284.09,5488.73,25.0,13.76
c21,18.28111276686851,405.51,300.46,209.73980446875703,548.16,613.53,290.43,5558.91,23.0,13.78
c21,23.42398563409208,293.91,295.48,233.07274583029567,859.35,666.65,291.67,5681.53,25.0,14.5
c21,12.874028889927946,367.51,529.52,211.45419393015385,378.76,658.24,312.43,5051.56,22.0,14.03
c21,13.9422052569433,360.05,629.39,212.9038789318628,391.83,679.4,327.4,5369.11,23.0,14.74
c21,12.669145823493146,305.28,487.93,207.0,414.0,645.58,303.7,4992.6,24.0,13.59
c21,19.647137937592838,333.14,699.92,220.96543117622699,523.02,795.76,323.39,6233.89,24.0,14.52
c21,21.656160945410587,517.42,350.16,176.0,558.77,801.51,346.19,6266.38,24.0,15.74
c21,21.889931626733436,593.98,437.24,198.61480137541474,692.73,806.62,346.81,6232.04,30.0,15.97
c21,16.301162543224525,354.74,284.52,220.11286503314,498.19,711.6,323.41,5409.81,24.0,14.16
c21,16.256178548680086,504.48,318.82,202.25454690764514,533.65,690.89,320.62,5316.2,26.0,14.69
c21,15.091272029993693,436.57,360.84,208.02517776461826,476.31,680.55,312.63,5201.6,24.0,14.36
c21,15.634248339003971,465.77,307.99,210.04360148616166,459.85,853.39,303.68,5499.62,26.0,14.45
c21,16.804876170276277,422.72,288.04,216.16201127289992,450.66,860.84,301.37,5546.09,22.0,14.35
c21,21.337616849427945,535.78,316.1,334.0,786.84,882.62,295.02,5539.68,24.0,14.68
c21,17.75359816383679,379.93,221.25,222.81680375325885,476.07,938.75,275.69,6048.35,27.0,14.82
c21,18.349031058866576,482.45,374.32,209.93585068950077,487.24,920.15,281.98,5983.17,25.0,15.21
c21,17.010837785678984,359.33,357.79,223.14730730511212,490.07,914.68,279.89,5940.71,28.0,14.65
c21,21.32583154823801,409.28,288.19,237.0,821.18,909.43,283.64,5307.55,25.0,15.14
c21,14.772970841414171,406.86,266.5,218.10758908912632,457.62,863.75,280.06,5216.98,24.0,14.67
c21,13.492585264706921,343.23,259.65,262.0,427.4,858.62,278.6,5183.63,24.0,14.81
c21,21.196122614731266,275.1,179.35,228.0532301502093,480.36,742.85,294.89,6564.73,23.0,13.81
c21,23.238225423417497,370.42,246.05,236.0,516.17,767.62,302.43,6832.35,22.0,14.69
c21,23.366529463277065,319.79,181.92,202.0,531.34,753.18,293.46,6706.11,22.0,14.07
c21,19.726283529321616,422.72,231.83,205.0,564.48,876.73,307.07,5986.71,24.0,18.92
c21,20.771555781729464,449.34,280.19,215.0,610.34,902.86,317.36,6208.99,26.0,19.35
c21,29.088364581508397,825.85,850.57,196.83,984.04,937.63,299.8,6239.42,22.0,19.5
c21,29.76253009607576,881.08,777.39,32.5,936.41,750.34,288.1,5969.22,21.0,14.79
c21,26.509888168156724,819.73,841.39,158.87,905.74,1111.2,288.82,6111.34,28.0,13.9
c21,22.157946414697722,800.5,887.63,161.44,652.57,1082.53,290.8,6153.36,27.0,14.03
c21,23.05767313301923,814.99,812.64,173.82,644.5,1063.05,298.8,6126.03,23.0,14.71
c21,24.703379714749016,977.59,870.9,24.38,660.0,800.8,284.65,5972.84,22.0,13.5
c21,23.406054645094766,967.15,797.89,32.45,654.42,787.63,282.08,5856.12,24.0,13.92
c21,24.094457537455238,980.47,810.72,38.6,659.34,788.91,290.24,5953.95,23.0,14.61
c21,36.509563959874114,886.31,925.3,28.77,762.21,764.49,310.01,8600.79,25.0,15.16
c21,32.74440451138899,800.53,841.65,19.68,673.18,704.08,281.58,7852.81,22.0,13.54
c21,33.114203941929574,819.53,795.27,30.16,694.51,702.2,286.39,7942.06,23.0,14.3
c21,23.98311598222323,830.34,822.5,14.17,645.69,641.57,261.43,5739.77,20.0,12.18
c21,23.126116828454347,819.99,841.99,14.49,645.97,646.18,263.95,5772.63,23.0,12.37
c21,22.830958894782384,817.46,801.44,18.61,655.05,632.74,258.65,5672.42,23.0,12.53
c21,19.78808399699625,365.18,12.85,216.0,570.0,691.29,247.52,5551.35,20.0,13.93
c21,17.51331114281785,386.62,26.48,214.2249454441167,503.4,672.84,245.71,5510.75,23.0,13.67
c21,16.97383398170331,385.76,24.37,215.3609850071076,543.38,682.24,240.67,5365.3,25.0,13.75
c21,36.23905207109992,626.84,59.21,195.3987539724456,721.91,833.12,279.81,8789.3,22.67,16.21
c21,33.09435095197507,520.1,20.99,204.72598709496177,657.74,808.61,271.03,8550.1,25.0,15.66
c21,31.396974829539534,491.77,834.15,198.60761587633397,650.39,789.51,259.34,8237.36,22.0,14.96
c21,14.808511335855936,555.39,759.51,191.9061951709545,448.35,823.44,253.87,5486.02,26.0,15.13
c21,17.32514870791798,652.31,56.96,194.0,414.53,802.42,258.07,5446.51,19.0,15.65
c21,15.19373305826348,605.39,46.65,191.42823132415162,401.64,789.05,256.64,5431.21,25.0,14.98
c21,27.260664634821243,435.67,925.38,176.0,1241.61,777.82,276.18,5143.1,27.0,15.94
c21,15.189116736676578,532.84,30.18,202.21487266846245,472.84,742.3,280.14,5192.45,25.0,15.6
c21,20.08317821794113,791.33,204.4,178.814460137131,585.68,807.87,305.99,5658.92,23.0,18.38
c21,27.003527200616094,655.4714907388504,796.18,185.77833056886084,640.87,805.62,265.05,7694.24,27.0,20.63
c21,25.031861892425017,121.83,752.09,249.3402196499591,624.24,776.58,264.83,7488.83,24.0,21.08
c21,25.826728033323246,632.244804616495,804.03,186.71564194432904,582.48,771.0,263.15,7477.72,24.0,20.64
c21,11.173795017878156,352.22466297762776,741.18,224.7005679186419,460.79,702.04,228.83,5153.85,25.0,27.89
c21,11.901097042895923,365.77764261679874,766.49,223.03842973684345,470.91,702.32,228.15,5198.72,24.0,27.68
c21,10.776700195016353,341.20770361433256,790.5,223.93647222668199,434.11,681.54,224.52,5036.73,23.0,27.28
c21,17.657033184604938,471.3448912941849,666.54,205.52319417482735,440.69,880.18,232.17,5894.79,21.0,16.11
c21,15.521435185023709,433.3247811104133,945.46,205.72908195461952,415.6,871.7,231.82,5852.47,24.0,16.5
c21,13.977676885144461,416.4232971299162,759.95,190.0,387.29,849.98,230.79,5855.2,29.0,15.58
c21,9.577914052045642,175.92,903.99,269.0,275.01,878.83,230.79,5023.22,21.0,13.94
c21,7.781094197865812,61.56,961.17,286.0,237.68,879.62,228.55,5072.93,24.0,13.3
c21,8.000538737110833,48.34,905.3,247.0,222.76,896.63,231.37,5088.63,24.0,13.51
c21,14.784979180511751,319.6912378682093,896.13,289.0,291.4,851.71,289.43,6233.36,22.0,15.57
c21,15.705951014455366,441.50364491252935,938.91,189.0,374.12,815.92,278.78,6029.25,25.0,15.0
c21,19.000976277384066,405.51180345791965,841.57,252.0,537.66,819.26,280.09,6070.05,23.0,14.88
c21,12.876343784308215,326.87176438228596,745.54,211.30799705267998,303.22,611.91,284.85,5167.26,17.0,15.1
c21,11.438332787267111,297.72137130192687,758.64,214.7305616484829,311.41,605.82,281.55,5073.64,20.0,15.97
c21,10.318722995606759,270.40245203205,754.71,216.23697045895244,316.35,621.77,290.11,5197.06,26.0,14.95
c21,18.10452995728639,453.24322784486367,566.58,202.8648897604793,376.48,681.23,324.54,6399.3,23.0,17.28
c21,20.744112202979892,499.255304380221,757.76,201.52497058437424,529.93,737.27,322.7,6392.01,23.0,17.37
c21,18.292609559338622,66.05,65.61,256.4950299505739,450.62,686.34,327.12,6339.85,24.0,17.75
c21,16.50004201722779,416.7372720396561,637.29,207.53673982295638,409.6,701.38,322.39,6149.33,26.0,17.19
c21,17.614156396472744,465.53698727889406,741.61,188.0,395.16,698.4,322.39,6086.06,21.0,17.4
c21,18.652485567419493,455.360466457848,724.92,211.0,459.66,727.42,328.51,6243.87,23.0,17.56
c21,17.370893507219744,47.35,701.89,250.526950544336,465.08,655.39,330.28,6511.28,27.0,18.17
c21,19.343123216370802,493.1322029831267,682.69,177.0,439.11,640.65,332.29,6383.9,23.0,17.35
c21,19.2899843450836,442.47135832720375,807.53,217.0,434.33,651.37,331.76,6390.45,21.0,16.93
c21,12.432094212436802,308.9650912790155,705.82,217.97872971070737,418.43,603.01,308.48,5238.39,25.0,17.82
c21,14.435562443354982,397.2300358645278,657.37,187.0,412.55,634.47,319.34,5466.39,23.0,18.44
c21,14.415514845567696,352.18472434465286,627.69,216.38350519443745,460.12,632.56,311.7,5403.36,24.0,18.18
c21,19.11848815802901,468.01300391734935,769.55,200.0883473115366,423.93,677.37,317.32,6339.21,21.0,17.01
c21,17.985490828302968,438.428799467185,580.55,206.0,436.16,677.76,310.14,6284.78,25.0,17.2
c21,18.693176140217314,432.75389080811544,715.86,208.0,530.82,653.61,309.41,6174.26,26.0,17.24
c21,12.919472095724501,28.534642262858824,654.75,459.0,375.53,649.83,291.89,6197.59,25.0,17.75
c21,17.197683460994686,49.41953344402208,721.53,497.0,571.47,710.02,297.39,6354.52,24.0,17.4
c21,14.05599740178425,68.86189032997689,675.7,446.0,368.81,649.67,290.14,6167.68,21.0,17.92
c21,31.70061108768746,713.0776933008647,690.11,186.0,735.47,739.04,331.16,7890.49,22.0,19.6
c21,26.080869307607013,529.6349017619157,720.23,240.0,607.91,665.92,310.0,7322.86,22.0,18.07
c21,25.852078564724454,575.2273839048278,711.06,190.22445981301988,641.96,637.87,299.15,7052.47,23.0,17.62
c21,20.94075783634212,479.5841432881091,796.18,193.0,674.08,678.25,298.33,5744.71,22.0,16.54
c21,13.163081961364608,316.56420698409886,791.37,230.0,323.92,632.28,298.39,5673.72,23.0,16.39
c21,11.864015047575922,319.9801642573882,782.21,211.50005691467777,313.15,644.45,299.06,5739.55,28.0,16.68
c21,15.659980422879176,407.27079496088635,727.06,209.0,266.38,680.52,313.59,6275.38,21.67,16.4
c21,15.199999863716918,1.96,715.42,220.0,318.73,665.52,318.27,6266.93,23.0,16.96
c21,16.344380152651066,77.46,721.1,304.0,393.89,698.12,323.04,6444.36,24.0,17.25
c21,9.454858020547537,268.60548369045216,647.77,216.06770044701653,243.39,652.87,251.39,5063.87,23.0,14.63
c21,7.364009068824469,222.67169722223994,648.2,220.16337006900116,236.47,640.9,249.85,4936.86,27.0,14.82
c21,10.06397372532562,281.1937188568901,681.38,216.016160508985,273.27,662.59,258.19,5092.09,23.0,15.05
c21,16.160073988320217,286.04,315.0,169.0,475.23,657.1,241.46,5200.95,20.0,15.16
c21,15.500157111397595,498.81,481.56,199.06338876901248,528.43,675.9,260.18,5454.74,28.0,16.43
c21,16.99242173808608,474.63,470.29,202.43117470985146,532.18,663.09,254.79,5432.54,23.0,16.09
c21,13.916869735288241,351.44,377.83,221.93802748695867,530.67,674.36,293.27,4804.08,23.0,16.96
c21,15.031410355313152,411.99,418.81,216.05866033956414,549.59,684.81,301.36,4889.19,22.0,17.34
c21,13.52821011378748,335.68,381.09,185.0,529.81,676.87,294.8,4846.1,26.0,16.67
c21,22.612292549970867,508.94,564.71,200.02927015554673,618.78,657.53,301.42,6535.9,25.0,17.37
c21,22.409468114923396,388.25,523.29,214.1129237683208,592.87,652.5,295.15,6446.65,22.0,16.93
c21,23.07890882391361,422.3,566.85,210.77531100608826,597.86,669.84,300.31,6579.84,22.0,17.31
c21,20.509760444192008,384.93,439.95,211.7071047237026,545.31,652.94,270.35,6121.56,22.0,14.9
c21,20.136083346256466,296.89,476.69,205.0,502.2,660.0,274.25,6258.68,22.0,15.03
c21,20.18311252450073,375.72,491.79,211.75265687481493,519.43,650.67,273.31,6186.51,22.0,15.16
c21,14.536462393088247,292.68,596.28,213.0570607371076,410.68,618.06,224.18,5443.63,23.0,12.77
c21,14.675195978816507,279.63,612.59,215.2404858331717,443.93,636.81,223.58,5487.19,25.0,12.64
c21,11.617470478694816,264.18,549.89,212.96446827310695,389.85,571.45,199.3,4900.71,24.0,11.45
c21,29.466716310565676,495.17,547.44,202.56908027553453,787.45,595.15,283.12,7379.48,24.0,18.14
c21,32.952342707750844,510.85,545.26,235.0,825.91,645.5,310.9,8043.19,23.0,19.58
c21,29.563191158690362,436.76,547.48,209.82522151975454,768.3,637.06,305.85,7887.13,29.0,18.69
c21,20.943141639135476,435.08,563.42,205.66130292664792,714.39,566.34,248.21,5785.58,25.0,16.11
c21,21.586184192937008,524.66,601.21,207.0,739.6,561.44,247.92,5724.47,24.0,15.94
c21,22.49949055837255,433.52,660.8,207.99034686162116,712.08,588.96,258.13,5939.95,21.0,17.29
c21,24.328981054463323,772.28,710.59,240.0,814.85,790.72,259.08,5995.84,23.0,17.9
c21,23.52620668237009,642.01,700.05,257.0,790.61,816.2,261.11,6135.0,25.0,17.52
c21,29.01,780.62,745.17,229.0,1015.2,811.13,260.4,6054.49,21.0,17.81
c28,19.097741700398913,527.21,733.51,371.85465464320566,644.19,644.26,456.79,6548.76,22.0,22.62
c28,18.862823731170486,593.42,653.76,365.0347285978817,665.89,641.23,452.42,6398.31,23.0,22.49
c28,18.247956970454947,419.1,610.42,384.61417535903445,620.62,631.21,448.56,6324.46,20.0,21.82
c28,19.23354900372705,582.09,661.66,367.9191937072577,654.98,675.53,459.15,6385.66,21.0,22.27
c28,20.139984780395956,651.8,648.77,361.005809386147,704.87,680.04,448.04,6252.04,20.0,21.94
c28,19.56575013984019,491.1,754.9,379.15597203014045,833.89,684.33,402.46,6178.21,26.0,22.02
c28,15.781333565956242,467.44,829.83,376.22917700482566,607.24,669.6,392.38,5870.36,20.0,21.78
c28,18.31483609034624,664.57,902.43,358.1051395593395,695.5,734.36,428.3,6368.13,25.0,23.68
c28,17.546838429516303,671.94,971.62,357.3558936730915,681.29,755.27,434.24,6521.64,28.0,24.9
c28,18.29876552374131,555.39,1006.78,369.0140803116195,647.36,779.62,428.74,6559.38,24.0,22.41
c28,16.99264483881037,566.25,1071.69,366.2393598010764,636.34,763.24,431.84,6471.63,26.0,22.76
c28,18.856058369155217,699.29,1130.87,351.82784302952405,668.28,774.48,436.79,6633.51,25.0,23.26
c28,18.48298275942375,627.84,1143.83,358.8441100778139,717.77,807.01,377.65,6351.71,25.0,21.35
c28,17.096802616486574,646.87,1162.95,355.96770370334593,667.78,824.9,378.5,6316.55,26.0,21.68
c28,19.507242629541558,660.54,1270.2,355.9954831670417,726.45,836.4,390.61,6593.83,25.0,22.26
c28,17.86902824071429,474.25,1369.18,364.66137052097287,678.12,611.73,340.2,6177.78,20.0,19.89
c28,18.465548534272514,629.32,1393.02,348.1568891217772,740.05,627.14,342.6,6181.61,23.0,20.45
c28,20.24941995937284,584.06,1397.81,354.8232002631293,767.6,631.3,340.87,6212.98,19.0,20.04
c28,15.686026182758305,603.84,1513.61,350.1573003280862,567.63,679.09,330.15,6459.6,23.0,24.08
c28,13.38319654665058,550.11,1457.93,349.3104021297806,495.44,635.72,321.0,6182.51,24.0,20.05
c28,15.939000166341856,599.56,1450.18,348.3787656377331,654.47,660.13,322.23,6216.9,26.0,20.37
c28,15.086641447545215,590.98,1485.32,345.8799022987324,579.32,664.04,312.55,6416.79,27.0,20.04
c28,14.878999228516673,588.0,625.42,352.5500233296901,529.12,605.72,295.68,5932.41,22.0,19.19
c28,21.110765758000557,565.62,650.84,367.09072517939035,858.94,701.55,300.5,6169.28,24.0,19.92
c28,19.347190155796707,613.64,550.7,358.08883889621654,847.15,632.14,296.22,6017.27,28.0,19.45
c28,14.434473762188428,525.93,559.38,183.0,518.1,606.71,295.99,5926.05,28.0,19.2
c28,19.533174353333802,705.86,762.19,190.0,619.49,665.93,323.26,6664.4,27.0,21.64
c28,16.82998336361152,571.7,689.17,241.0,550.14,613.96,329.19,6373.25,25.0,22.35
c28,17.972550608581308,551.15,680.77,214.0,524.52,616.58,322.66,6311.82,20.0,21.65
c28,16.36511791065949,681.27,675.46,297.0,557.84,614.79,324.78,6264.11,25.0,21.08
c28,16.38136203616749,785.37,877.61,477.0,672.47,651.66,370.24,6073.3,22.0,24.21
c28,12.71011742847141,614.5,937.89,420.0,575.18,662.18,358.03,5895.84,26.0,24.03
c28,13.82819473847881,687.19,898.96,488.0,636.94,644.21,368.89,6075.36,27.0,24.27
c28,14.961501836754596,880.19,913.44,467.0,590.27,800.68,357.89,6011.94,22.0,23.7
c28,13.534087005705967,732.65,879.74,433.0,574.99,800.7,354.44,5932.38,25.0,23.39
c28,13.592386517580866,809.83,936.77,521.0,557.21,805.59,360.87,5994.0,22.0,23.58
c28,12.813816216932313,508.1,1029.61,554.0,554.03,671.7,322.52,6039.45,22.0,21.46
c28,15.182015172249624,441.09,975.02,487.0,708.56,686.62,313.75,5912.16,24.0,20.89
c28,13.461239399350578,466.56,934.05,431.0,549.14,659.94,303.08,5827.38,21.0,20.64
c28,11.425814022672949,481.72,1143.35,364.53475710311443,568.91,666.95,319.28,5688.15,28.0,20.93
c28,10.307158394383674,564.8,1041.87,354.8759448248793,562.05,648.02,320.61,5599.11,31.0,21.46
c28,9.496873145086244,407.7,1215.95,370.24519409007235,502.19,661.73,316.33,5674.28,29.0,20.95
c28,7.784026772095125,414.49,1276.35,376.0,472.53,623.67,292.32,5311.12,28.0,18.89
c28,9.752191159872194,418.16,1307.77,325.0,461.75,634.31,305.01,5433.36,24.0,19.59
c28,9.909329586982189,439.99,1359.08,381.0,577.66,661.52,296.62,5399.53,28.0,19.63
c28,9.807870012460494,477.32,1267.79,357.3389070780479,510.95,631.12,272.16,5300.63,25.0,17.89
c28,5.266627873477082,313.51,1401.14,369.8982955495712,387.53,624.88,275.75,5343.33,31.0,17.47
c28,6.526477464878585,419.64,1328.44,358.5039592141348,380.58,606.33,271.38,5205.75,26.0,17.34
c28,9.189742515679303,265.16,1394.93,263.0,403.7,581.1,269.97,5364.29,23.0,16.68
c28,7.368546170294199,224.94,1442.09,332.0,364.09,579.39,272.12,5373.68,24.0,16.62
c28,4.4304084799983094,237.74,1479.58,393.0,327.15,569.83,271.14,5297.03,28.0,16.89
c28,9.838535575226114,473.15,1566.27,353.86084778366967,485.01,615.52,288.98,5429.29,24.0,17.69
c28,8.724780051760924,488.77,1529.99,351.31991217340305,486.19,612.38,286.13,5350.72,27.0,17.46
c28,8.265243353452814,447.4,1571.24,354.7329383687628,434.23,611.24,288.83,5353.28,25.0,17.19
c28,11.225792771670829,507.54,1643.29,354.37664120281784,535.02,642.96,314.32,5352.57,21.0,18.78
c28,8.908043867128033,374.68,1698.38,223.0,453.04,644.39,315.06,5375.89,27.0,18.74
c28,9.733009515948645,304.73,1721.79,200.0,441.16,635.62,310.12,5305.12,23.0,18.26
